etype,issuenote
1,An activist group stages a sit in to protest government actions surrounding the AIDS epidemic.
1,Small groups of protesters picket US consulates to demonstrate against the Iraq War.
1,Small groups of protesters picket US consulates to demonstrate against the Iraq War.
1,The MDC stages a protest against the Zimbabwean government and the South African policy towards it.
1,Protest against the Iraq War.
1,Anti war protesters call on the government to stop military dealings with the US and the UK.
1,Hundreds of Zimbabweans protest the lack of the rule of law in their home country.
1,Protesters turn out to demonstrate against a visit by the US president and US policies in Iraq.
1,Protesters turn out to demonstrate against a visit by the US president and US policies in Iraq.
1,Protesters turn out to demonstrate against a visit by the US president and US policies in Iraq.
1,Protesters gather outside a conference on AIDS.  Numbers unknown.
3,IFP and ANC supporters clash in the run up to an election.  3 injured.
3,IFP and ANC supporters clash in the run up to an election.  9 injured.
1,"Doctors march to protest for better working conditions, better pay, and to demand that the government help the public health sector."
1,Some 200 supporters of the MDC shout down a Zimbabwean official as he is about to address a meeting called by Zimbabwe's Reserve Bank governor in South Africa.
1,Hundreds of demonstrators march outside US consulates to protest US policies on AIDS.
1,Hundreds of demonstrators march outside US consulates to protest US policies on AIDS.
1,Tens of thousands of teachers march across South Africa to press for better wages and warning of a strike.
1,2500 black gun owners march to protest a new firearms law.
1,Hundreds of Muslims mark the start of Ramadan with marches to protest a visit by deputy prime minister of Israel Ehud Olmert.
1,Hundreds of Muslims mark the start of Ramadan with marches to protest a visit by deputy prime minister of Israel Ehud Olmert.
1,Hundreds of Muslims mark the start of Ramadan with marches to protest a visit by deputy prime minister of Israel Ehud Olmert.
1,A few dozen protesters demonstrate outside a convention center where Israel and South Africa are signing an investment agreement.
1,COSATU sponsors a poorly attended picket to protest in favor of democracy in Zimbabwe.
1,300 marchers organized by COSATU march to the Zimbabwean border on the eve of elections in that country.
1,3000 white Afrikaners protest against government plans to rename the capital from Pretoria to Tshwane.
1,"Hundreds of township protesters demonstrate against lack of housing and access to basic services, threaten to riot."
1,1300 members of the Treatment Action Campaign demonstrate to protest the MCC's lack of action against an official who says that his micronutrient supplements cure AIDS and the antiretroviral medicines are toxic.
1,"30,000 Muslim protesters demonstrate against Danish cartoons depicting Mohammed."
1,"30,000 Muslim protesters demonstrate against Danish cartoons depicting Mohammed."
1,"As the rape trial for South Africa's ousted deputy president resumes, supporters and opponents gather outside the courthouse to protest."
1,Hundreds of unionists stage a blockade at posts on the Swaziland border to protest the lack of political reform in that country.  The police fire rubber bullets into the crowd.
1,5000 people protest and then cheer on the day that Jacob Zuma is acquitted of rape.
1,Thousands of South Africans led by President Mbeki and other ANC supporters march through Soweto to commemorate the anniversary of the Soweto Uprising in 1976.
1,A rally by the SACP calls for the end to a graft charge leveled against sacked deputy president Jacob Zuma.
1,"Dozens of activists briefly occupy offices in the provincial government in Cape Town, then march to the Human Rights Commission to pressure it to play a bigger role in securing treatment for AIDS patients."
1,TAC stages a protest to demand the resignation of the country's health minister due to his response to the AIDS epidemic.
1,"2000 people organized by the Democratic Alliance protest against a plan by the ANC to eliminate the mayoral post in Cape Town and replace it with a committee, thus giving the ANC control over Cape Town."
1,ANC stages a demonstration to protest against lack of service delivery in poor suburbs.  This protest occurs to counter the DA protest from a day prior.
1,40 members of an Ethiopian opposition party protest at that Pan African Parliament to accuse the Ethiopian government of illegally detaining opposition members.
1,Tens of thousands of public sector unionists protest for higher wages.
1,More than 200 women march on parliament to protest high levels of violence against children.
